COUNTRY,DATE,HOUR,CITY,ZONE,CONNECTED_RT,ORDERS,EARNINGS,PRECIPITATION_MM
Mexico,2024-03-05,22,Monterrey,Escobedo,8,7,"54,3","0,0000"
Mexico,2024-03-05,22,Monterrey,Carretera Nacional,7,6,"56,4","0,0000"
Mexico,2024-03-05,22,Monterrey,MTY_Apodaca_Huinalá,4,4,"52,2","0,0000"
Mexico,2024-03-05,22,Monterrey,San Nicolás,14,11,"55,2","0,0000"
Mexico,2024-03-05,22,Monterrey,Santa Catarina,8,8,"55,2","0,0000"
Mexico,2024-03-05,22,Monterrey,San Pedro,15,14,"57,6","0,0000"
Mexico,2024-03-05,22,Monterrey,Cumbres Poniente,10,11,"53,4","0,0000"
Mexico,2024-03-05,22,Monterrey,La Fe,8,6,"52,6","0,0000"
Mexico,2024-03-05,22,Monterrey,MTY_Guadalupe,12,11,"55,1","0,0000"
Mexico,2024-03-05,22,Monterrey,Independencia,11,8,"58,2","0,0000"
Mexico,2024-03-05,22,Monterrey,Santiago,5,4,"53,7","0,0000"
Mexico,2024-03-05,23,Monterrey,Centro,7,2,"57,6","0,0000"
Mexico,2024-03-05,23,Monterrey,Mitras Centro,4,1,"50,9","0,0000"
Mexico,2024-03-05,23,Monterrey,Apodaca Centro,4,1,"51,1","0,0000"
Mexico,2024-03-05,23,Monterrey,Escobedo,3,0,"54,5","0,0000"
Mexico,2024-03-05,23,Monterrey,Carretera Nacional,3,0,"57,5","0,0000"
Mexico,2024-03-05,23,Monterrey,MTY_Apodaca_Huinalá,3,0,"59,6","0,0000"
Mexico,2024-03-05,23,Monterrey,San Nicolás,5,1,"50,5","0,0000"
Mexico,2024-03-05,23,Monterrey,Santa Catarina,4,1,"55,7","0,0000"
Mexico,2024-03-05,23,Monterrey,San Pedro,4,2,"49,1","0,0000"
Mexico,2024-03-05,23,Monterrey,Cumbres Poniente,5,1,"56,6","0,0000"
Mexico,2024-03-05,23,Monterrey,La Fe,4,0,"54,4","0,0000"
Mexico,2024-03-05,23,Monterrey,MTY_Guadalupe,5,1,"59,9","0,0000"
Mexico,2024-03-05,23,Monterrey,Independencia,4,1,"56,0","0,0000"
Mexico,2024-03-05,23,Monterrey,Santiago,2,0,"52,7","0,0000"
Mexico,2024-03-06,0,Monterrey,Centro,8,2,"59,9","0,0000"
Mexico,2024-03-06,0,Monterrey,Mitras Centro,6,1,"56,7","0,0000"
Mexico,2024-03-06,0,Monterrey,Apodaca Centro,4,1,"51,3","0,0000"
Mexico,2024-03-06,0,Monterrey,Escobedo,3,1,"49,2","0,0000"
Mexico,2024-03-06,0,Monterrey,Carretera Nacional,3,0,"56,1","0,0000"
Mexico,2024-03-06,0,Monterrey,MTY_Apodaca_Huinalá,2,0,"50,4","0,0000"
Mexico,2024-03-06,0,Monterrey,San Nicolás,7,1,"55,9","0,0000"
Mexico,2024-03-06,0,Monterrey,Santa Catarina,4,1,"59,5","0,0000"
Mexico,2024-03-06,0,Monterrey,San Pedro,6,1,"52,9","0,0000"
Mexico,2024-03-06,0,Monterrey,Cumbres Poniente,5,1,"54,4","0,0000"
Mexico,2024-03-06,0,Monterrey,La Fe,3,1,"56,3","0,0000"
Mexico,2024-03-06,0,Monterrey,MTY_Guadalupe,6,1,"57,0","0,0000"
Mexico,2024-03-06,0,Monterrey,Independencia,4,1,"53,5","0,0000"
Mexico,2024-03-06,0,Monterrey,Santiago,2,0,"56,1","0,0000"
Mexico,2024-03-06,1,Monterrey,Centro,3,2,"49,9","0,0000"
Mexico,2024-03-06,1,Monterrey,Mitras Centro,2,1,"54,7","0,0000"
Mexico,2024-03-06,1,Monterrey,Apodaca Centro,2,1,"59,0","0,0000"
Mexico,2024-03-06,1,Monterrey,Escobedo,1,0,"51,3","0,0000"
Mexico,2024-03-06,1,Monterrey,Carretera Nacional,1,0,"56,9","0,0000"
Mexico,2024-03-06,1,Monterrey,MTY_Apodaca_Huinalá,1,0,"59,3","0,0000"
Mexico,2024-03-06,1,Monterrey,San Nicolás,2,1,"51,0","0,0000"
Mexico,2024-03-06,1,Monterrey,Santa Catarina,1,1,"50,1","0,0000"
Mexico,2024-03-06,1,Monterrey,San Pedro,2,2,"50,6","0,0000"
Mexico,2024-03-06,1,Monterrey,Cumbres Poniente,1,1,"49,0","0,0000"
Mexico,2024-03-06,1,Monterrey,La Fe,1,1,"50,1","0,0000"
Mexico,2024-03-06,1,Monterrey,MTY_Guadalupe,2,1,"58,6","0,0000"
Mexico,2024-03-06,1,Monterrey,Independencia,2,1,"53,9","0,0000"
Mexico,2024-03-06,1,Monterrey,Santiago,1,0,"49,0","0,0000"
Mexico,2024-03-06,2,Monterrey,Centro,4,1,"57,2","0,0000"
Mexico,2024-03-06,2,Monterrey,Mitras Centro,2,1,"52,6","0,0000"
Mexico,2024-03-06,2,Monterrey,Apodaca Centro,2,1,"56,4","0,0000"
Mexico,2024-03-06,2,Monterrey,Escobedo,2,1,"57,2","0,0000"
Mexico,2024-03-06,2,Monterrey,Carretera Nacional,1,0,"55,3","0,0000"
Mexico,2024-03-06,2,Monterrey,MTY_Apodaca_Huinalá,1,0,"56,9","0,0000"
Mexico,2024-03-06,2,Monterrey,San Nicolás,2,1,"51,0","0,0000"
Mexico,2024-03-06,2,Monterrey,Santa Catarina,1,1,"52,9","0,0000"
Mexico,2024-03-06,2,Monterrey,San Pedro,2,2,"52,2","0,0000"
Mexico,2024-03-06,2,Monterrey,Cumbres Poniente,2,1,"54,2","0,0000"
Mexico,2024-03-06,2,Monterrey,La Fe,1,1,"51,4","0,0000"
Mexico,2024-03-06,2,Monterrey,MTY_Guadalupe,2,1,"54,2","0,0000"
Mexico,2024-03-06,2,Monterrey,Independencia,2,1,"57,4","0,0000"
Mexico,2024-03-06,2,Monterrey,Santiago,1,0,"54,5","0,0000"
Mexico,2024-03-06,3,Monterrey,Centro,2,2,"50,9","0,0000"
Mexico,2024-03-06,3,Monterrey,Mitras Centro,2,1,"56,4","0,0000"
Mexico,2024-03-06,3,Monterrey,Apodaca Centro,2,1,"58,8","0,0000"
Mexico,2024-03-06,3,Monterrey,Escobedo,1,1,"55,1","0,0000"
Mexico,2024-03-06,3,Monterrey,Carretera Nacional,1,0,"58,9","0,0000"
Mexico,2024-03-06,3,Monterrey,MTY_Apodaca_Huinalá,1,0,"57,5","0,0000"
Mexico,2024-03-06,3,Monterrey,San Nicolás,2,1,"50,6","0,0000"
Mexico,2024-03-06,3,Monterrey,Santa Catarina,2,1,"58,8","0,0000"
Mexico,2024-03-06,3,Monterrey,San Pedro,3,1,"59,8","0,0000"
Mexico,2024-03-06,3,Monterrey,Cumbres Poniente,2,1,"59,8","0,0000"
Mexico,2024-03-06,3,Monterrey,La Fe,1,1,"49,4","0,0000"
Mexico,2024-03-06,3,Monterrey,MTY_Guadalupe,2,1,"51,5","0,0000"
Mexico,2024-03-06,3,Monterrey,Independencia,2,1,"58,1","0,0000"
Mexico,2024-03-06,3,Monterrey,Santiago,1,0,"50,8","0,0000"
Mexico,2024-03-06,4,Monterrey,Centro,3,2,"51,4","0,0000"
Mexico,2024-03-06,4,Monterrey,Mitras Centro,2,1,"51,9","0,0000"
Mexico,2024-03-06,4,Monterrey,Apodaca Centro,1,1,"50,9","0,0000"
Mexico,2024-03-06,4,Monterrey,Escobedo,1,1,"49,2","0,0000"
Mexico,2024-03-06,4,Monterrey,Carretera Nacional,1,0,"58,0","0,0000"
Mexico,2024-03-06,4,Monterrey,MTY_Apodaca_Huinalá,1,0,"59,9","0,0000"
Mexico,2024-03-06,4,Monterrey,San Nicolás,2,1,"49,2","0,0000"
Mexico,2024-03-06,4,Monterrey,Santa Catarina,1,1,"49,4","0,0000"
Mexico,2024-03-06,4,Monterrey,San Pedro,3,1,"57,6","0,0000"
Mexico,2024-03-06,4,Monterrey,Cumbres Poniente,2,1,"58,8","0,0000"
Mexico,2024-03-06,4,Monterrey,La Fe,1,1,"51,5","0,0000"
Mexico,2024-03-06,4,Monterrey,MTY_Guadalupe,2,1,"54,2","0,0000"
Mexico,2024-03-06,4,Monterrey,Independencia,1,1,"52,8","0,0000"
Mexico,2024-03-06,4,Monterrey,Santiago,1,0,"54,6","0,0000"
Mexico,2024-03-06,5,Monterrey,Centro,3,2,"55,9","0,0000"
Mexico,2024-03-06,5,Monterrey,Mitras Centro,2,1,"53,1","0,0000"
Mexico,2024-03-06,5,Monterrey,Apodaca Centro,2,1,"55,9","0,0000"
Mexico,2024-03-06,5,Monterrey,Escobedo,2,1,"59,2","0,0000"
Mexico,2024-03-06,5,Monterrey,Carretera Nacional,1,0,"54,7","0,0000"
Mexico,2024-03-06,5,Monterrey,MTY_Apodaca_Huinalá,1,0,"51,3","0,0000"
Mexico,2024-03-06,5,Monterrey,San Nicolás,3,1,"59,7","0,0000"
Mexico,2024-03-06,5,Monterrey,Santa Catarina,2,1,"57,6","0,0000"
Mexico,2024-03-06,5,Monterrey,San Pedro,3,2,"56,5","0,0000"
Mexico,2024-03-06,5,Monterrey,Cumbres Poniente,2,1,"57,7","0,0000"
Mexico,2024-03-06,5,Monterrey,La Fe,2,1,"58,5","0,0000"
Mexico,2024-03-06,5,Monterrey,MTY_Guadalupe,2,1,"52,7","0,0000"
Mexico,2024-03-06,5,Monterrey,Independencia,1,1,"54,2","0,0000"
Mexico,2024-03-06,5,Monterrey,Santiago,1,0,"49,1","0,0000"
Mexico,2024-03-06,6,Monterrey,Centro,3,2,"56,5","0,0000"
Mexico,2024-03-06,6,Monterrey,Mitras Centro,2,1,"52,4","0,0000"
Mexico,2024-03-06,6,Monterrey,Apodaca Centro,2,1,"50,0","0,0000"
Mexico,2024-03-06,6,Monterrey,Escobedo,1,1,"53,0","0,0000"
Mexico,2024-03-06,6,Monterrey,Carretera Nacional,1,0,"58,1","0,0000"
Mexico,2024-03-06,6,Monterrey,MTY_Apodaca_Huinalá,1,0,"55,8","0,0000"
Mexico,2024-03-06,6,Monterrey,San Nicolás,3,1,"59,8","0,0000"
Mexico,2024-03-06,6,Monterrey,Santa Catarina,2,1,"59,0","0,0000"
Mexico,2024-03-06,6,Monterrey,San Pedro,3,1,"54,9","0,0000"
Mexico,2024-03-06,6,Monterrey,Cumbres Poniente,2,1,"55,1","0,0000"
Mexico,2024-03-06,6,Monterrey,La Fe,1,1,"51,6","0,0000"
Mexico,2024-03-06,6,Monterrey,MTY_Guadalupe,2,1,"50,0","0,0000"
Mexico,2024-03-06,6,Monterrey,Independencia,1,1,"53,6","0,0000"
Mexico,2024-03-06,6,Monterrey,Santiago,1,0,"50,6","0,0000"
Mexico,2024-03-06,7,Monterrey,Centro,12,2,"54,7","0,0000"
Mexico,2024-03-06,7,Monterrey,Mitras Centro,9,1,"58,0","0,0000"
Mexico,2024-03-06,7,Monterrey,Apodaca Centro,6,1,"50,1","0,0000"
Mexico,2024-03-06,7,Monterrey,Escobedo,5,1,"53,0","0,0000"
Mexico,2024-03-06,7,Monterrey,Carretera Nacional,4,0,"54,5","0,0000"
Mexico,2024-03-06,7,Monterrey,MTY_Apodaca_Huinalá,4,0,"54,6","0,0000"
Mexico,2024-03-06,7,Monterrey,San Nicolás,9,1,"51,8","0,0000"
Mexico,2024-03-06,7,Monterrey,Santa Catarina,8,1,"59,7","0,0000"
Mexico,2024-03-06,7,Monterrey,San Pedro,10,1,"56,1","0,0000"
Mexico,2024-03-06,7,Monterrey,Cumbres Poniente,8,1,"56,1","0,0000"
Mexico,2024-03-06,7,Monterrey,La Fe,4,1,"50,7","0,0000"
Mexico,2024-03-06,7,Monterrey,MTY_Guadalupe,9,1,"55,5","0,0000"
Mexico,2024-03-06,7,Monterrey,Independencia,5,1,"51,6","0,0000"
Mexico,2024-03-06,7,Monterrey,Santiago,3,0,"49,9","0,0000"
Mexico,2024-03-06,8,Monterrey,Centro,12,8,"52,6","0,0000"
Mexico,2024-03-06,8,Monterrey,Mitras Centro,8,5,"50,1","0,0000"
Mexico,2024-03-06,8,Monterrey,Apodaca Centro,7,4,"54,2","0,0000"
Mexico,2024-03-06,8,Monterrey,Escobedo,5,3,"54,0","0,0000"
Mexico,2024-03-06,8,Monterrey,Carretera Nacional,5,3,"59,7","0,0000"
Mexico,2024-03-06,8,Monterrey,MTY_Apodaca_Huinalá,4,2,"54,2","0,0000"
Mexico,2024-03-06,8,Monterrey,San Nicolás,8,6,"53,1","0,0000"
Mexico,2024-03-06,8,Monterrey,Santa Catarina,8,3,"59,7","0,0000"
Mexico,2024-03-06,8,Monterrey,San Pedro,10,6,"53,0","0,0000"
Mexico,2024-03-06,8,Monterrey,Cumbres Poniente,7,5,"57,9","0,0000"
Mexico,2024-03-06,8,Monterrey,La Fe,5,3,"49,6","0,0000"
Mexico,2024-03-06,8,Monterrey,MTY_Guadalupe,8,4,"57,5","0,0000"
Mexico,2024-03-06,8,Monterrey,Independencia,6,3,"52,5","0,0000"
Mexico,2024-03-06,8,Monterrey,Santiago,3,2,"55,7","0,0000"
Mexico,2024-03-06,9,Monterrey,Centro,13,7,"57,8","0,0000"
Mexico,2024-03-06,9,Monterrey,Mitras Centro,7,5,"52,0","0,0000"
Mexico,2024-03-06,9,Monterrey,Apodaca Centro,7,4,"56,1","0,0000"
Mexico,2024-03-06,9,Monterrey,Escobedo,6,3,"56,8","0,0000"
Mexico,2024-03-06,9,Monterrey,Carretera Nacional,4,3,"53,5","0,0000"
Mexico,2024-03-06,9,Monterrey,MTY_Apodaca_Huinalá,3,2,"53,7","0,0000"
Mexico,2024-03-06,9,Monterrey,San Nicolás,8,6,"50,2","0,0000"
Mexico,2024-03-06,9,Monterrey,Santa Catarina,6,4,"53,5","0,0000"
Mexico,2024-03-06,9,Monterrey,San Pedro,9,6,"53,8","0,0000"
Mexico,2024-03-06,9,Monterrey,Cumbres Poniente,7,5,"54,6","0,0000"
Mexico,2024-03-06,9,Monterrey,La Fe,5,4,"49,5","0,0000"
Mexico,2024-03-06,9,Monterrey,MTY_Guadalupe,9,6,"55,5","0,0000"
Mexico,2024-03-06,9,Monterrey,Independencia,8,4,"59,0","0,0000"
Mexico,2024-03-06,9,Monterrey,Santiago,4,2,"59,9","0,0000"
Mexico,2024-03-06,10,Monterrey,Centro,20,16,"58,9","0,0000"
Mexico,2024-03-06,10,Monterrey,Mitras Centro,11,14,"53,5","0,0000"
Mexico,2024-03-06,10,Monterrey,Apodaca Centro,9,10,"55,7","0,0000"
Mexico,2024-03-06,10,Monterrey,Escobedo,9,8,"56,3","0,0000"
Mexico,2024-03-06,10,Monterrey,Carretera Nacional,7,7,"58,6","0,0000"
Mexico,2024-03-06,10,Monterrey,MTY_Apodaca_Huinalá,4,5,"50,5","0,0000"
Mexico,2024-03-06,10,Monterrey,San Nicolás,13,13,"58,6","0,0000"
Mexico,2024-03-06,10,Monterrey,Santa Catarina,10,10,"55,8","0,0000"
Mexico,2024-03-06,10,Monterrey,San Pedro,13,15,"54,8","0,0000"
Mexico,2024-03-06,10,Monterrey,Cumbres Poniente,9,10,"51,4","0,0000"
Mexico,2024-03-06,10,Monterrey,La Fe,9,8,"57,3","0,0000"
Mexico,2024-03-06,10,Monterrey,MTY_Guadalupe,13,12,"54,2","0,0000"
Mexico,2024-03-06,10,Monterrey,Independencia,11,10,"58,1","0,0000"
Mexico,2024-03-06,10,Monterrey,Santiago,5,5,"53,8","0,0000"
Mexico,2024-03-06,11,Monterrey,Centro,18,18,"58,7","0,0000"
Mexico,2024-03-06,11,Monterrey,Mitras Centro,11,12,"50,1","0,0000"
Mexico,2024-03-06,11,Monterrey,Apodaca Centro,9,11,"49,2","0,0000"
Mexico,2024-03-06,11,Monterrey,Escobedo,7,9,"52,1","0,0000"
Mexico,2024-03-06,11,Monterrey,Carretera Nacional,6,7,"53,8","0,0000"
Mexico,2024-03-06,11,Monterrey,MTY_Apodaca_Huinalá,5,5,"49,8","0,0000"
Mexico,2024-03-06,11,Monterrey,San Nicolás,15,15,"59,6","0,0000"
Mexico,2024-03-06,11,Monterrey,Santa Catarina,8,10,"53,9","0,0000"
Mexico,2024-03-06,11,Monterrey,San Pedro,15,16,"55,9","0,0000"
Mexico,2024-03-06,11,Monterrey,Cumbres Poniente,11,12,"52,2","0,0000"
Mexico,2024-03-06,11,Monterrey,La Fe,6,9,"49,1","0,0000"
Mexico,2024-03-06,11,Monterrey,MTY_Guadalupe,14,12,"58,8","0,0000"
Mexico,2024-03-06,11,Monterrey,Independencia,8,9,"50,9","0,0000"
Mexico,2024-03-06,11,Monterrey,Santiago,5,5,"55,7","0,0000"
Mexico,2024-03-06,12,Monterrey,Centro,36,39,"68,8","0,0000"
Mexico,2024-03-06,12,Monterrey,Mitras Centro,30,30,"76,6","0,0000"
Mexico,2024-03-06,12,Monterrey,Apodaca Centro,15,23,"55,0","0,0000"
Mexico,2024-03-06,12,Monterrey,Escobedo,12,18,"53,1","0,0000"
Mexico,2024-03-06,12,Monterrey,Carretera Nacional,15,17,"75,7","0,0000"
Mexico,2024-03-06,12,Monterrey,MTY_Apodaca_Huinalá,8,12,"54,3","0,0000"
Mexico,2024-03-06,12,Monterrey,San Nicolás,29,36,"70,3","0,0000"
Mexico,2024-03-06,12,Monterrey,Santa Catarina,12,21,"56,5","0,0000"
Mexico,2024-03-06,12,Monterrey,San Pedro,30,33,"76,0","0,0000"
Mexico,2024-03-06,12,Monterrey,Cumbres Poniente,22,25,"75,4","0,0000"
Mexico,2024-03-06,12,Monterrey,La Fe,19,21,"75,5","0,0000"
Mexico,2024-03-06,12,Monterrey,MTY_Guadalupe,18,34,"56,4","0,0000"
Mexico,2024-03-06,12,Monterrey,Independencia,18,26,"72,4","0,0000"
Mexico,2024-03-06,12,Monterrey,Santiago,11,14,"67,3","0,0000"
Mexico,2024-03-06,13,Monterrey,Centro,34,48,"69,8","0,0000"
Mexico,2024-03-06,13,Monterrey,Mitras Centro,18,30,"54,3","0,0000"
Mexico,2024-03-06,13,Monterrey,Apodaca Centro,24,28,"76,4","0,0000"
Mexico,2024-03-06,13,Monterrey,Escobedo,12,21,"57,1","0,0000"
Mexico,2024-03-06,13,Monterrey,Carretera Nacional,10,16,"55,5","0,0000"
Mexico,2024-03-06,13,Monterrey,MTY_Apodaca_Huinalá,11,13,"77,7","0,0000"
Mexico,2024-03-06,13,Monterrey,San Nicolás,30,32,"73,8","0,0000"
Mexico,2024-03-06,13,Monterrey,Santa Catarina,17,25,"73,0","0,0000"
Mexico,2024-03-06,13,Monterrey,San Pedro,32,38,"73,6","0,0000"
Mexico,2024-03-06,13,Monterrey,Cumbres Poniente,14,24,"50,7","0,0000"
Mexico,2024-03-06,13,Monterrey,La Fe,9,19,"51,4","0,0000"
Mexico,2024-03-06,13,Monterrey,MTY_Guadalupe,28,32,"73,5","0,0000"
Mexico,2024-03-06,13,Monterrey,Independencia,22,22,"71,6","0,0000"
Mexico,2024-03-06,13,Monterrey,Santiago,6,12,"50,7","0,0000"
Mexico,2024-03-06,14,Monterrey,Centro,20,45,"52,9","0,0000"
Mexico,2024-03-06,14,Monterrey,Mitras Centro,29,33,"73,3","0,0000"
Mexico,2024-03-06,14,Monterrey,Apodaca Centro,13,28,"53,9","0,0000"
Mexico,2024-03-06,14,Monterrey,Escobedo,10,20,"52,8","0,0000"
Mexico,2024-03-06,14,Monterrey,Carretera Nacional,9,15,"52,0","0,0000"
Mexico,2024-03-06,14,Monterrey,MTY_Apodaca_Huinalá,13,12,"76,6","0,0000"
Mexico,2024-03-06,14,Monterrey,San Nicolás,18,33,"52,8","0,0000"
Mexico,2024-03-06,14,Monterrey,Santa Catarina,18,23,"68,6","0,0000"
Mexico,2024-03-06,14,Monterrey,San Pedro,20,39,"52,2","0,0000"
Mexico,2024-03-06,14,Monterrey,Cumbres Poniente,15,28,"54,1","0,0000"
Mexico,2024-03-06,14,Monterrey,La Fe,16,18,"70,3","0,0000"
Mexico,2024-03-06,14,Monterrey,MTY_Guadalupe,18,33,"57,6","0,0000"
Mexico,2024-03-06,14,Monterrey,Independencia,13,24,"52,3","0,0000"
Mexico,2024-03-06,14,Monterrey,Santiago,11,13,"67,6","0,0000"
Mexico,2024-03-06,15,Monterrey,Centro,17,15,"54,6","0,0000"
Mexico,2024-03-06,15,Monterrey,Mitras Centro,14,11,"59,2","0,0000"
Mexico,2024-03-06,15,Monterrey,Apodaca Centro,9,9,"56,7","0,0000"
Mexico,2024-03-06,15,Monterrey,Escobedo,7,6,"55,2","0,0000"
Mexico,2024-03-06,15,Monterrey,Carretera Nacional,8,5,"57,8","0,0000"
Mexico,2024-03-06,15,Monterrey,MTY_Apodaca_Huinalá,6,4,"57,5","0,0000"
Mexico,2024-03-06,15,Monterrey,San Nicolás,13,9,"53,1","0,0000"
Mexico,2024-03-06,15,Monterrey,Santa Catarina,7,6,"50,8","0,0000"
Mexico,2024-03-06,15,Monterrey,San Pedro,16,12,"59,9","0,0000"
Mexico,2024-03-06,15,Monterrey,Cumbres Poniente,10,9,"50,0","0,0000"
Mexico,2024-03-06,15,Monterrey,La Fe,8,6,"54,6","0,0000"
Mexico,2024-03-06,15,Monterrey,MTY_Guadalupe,9,10,"49,5","0,0000"
Mexico,2024-03-06,15,Monterrey,Independencia,9,8,"50,4","0,0000"
Mexico,2024-03-06,15,Monterrey,Santiago,5,4,"55,8","0,0000"
Mexico,2024-03-06,16,Monterrey,Centro,19,14,"56,1","0,0000"
Mexico,2024-03-06,16,Monterrey,Mitras Centro,11,10,"54,2","0,0000"
Mexico,2024-03-06,16,Monterrey,Apodaca Centro,11,9,"59,9","0,0000"
Mexico,2024-03-06,16,Monterrey,Escobedo,8,7,"57,1","0,0000"
Mexico,2024-03-06,16,Monterrey,Carretera Nacional,7,5,"56,2","0,0000"
Mexico,2024-03-06,16,Monterrey,MTY_Apodaca_Huinalá,6,4,"55,3","0,0000"
Mexico,2024-03-06,16,Monterrey,San Nicolás,13,10,"53,8","0,0000"
Mexico,2024-03-06,16,Monterrey,Santa Catarina,8,8,"49,2","0,0000"
Mexico,2024-03-06,16,Monterrey,San Pedro,17,11,"58,4","0,0000"
Mexico,2024-03-06,16,Monterrey,Cumbres Poniente,10,8,"55,2","0,0000"
Mexico,2024-03-06,16,Monterrey,La Fe,10,7,"59,8","0,0000"
Mexico,2024-03-06,16,Monterrey,MTY_Guadalupe,10,9,"49,2","0,0000"
Mexico,2024-03-06,16,Monterrey,Independencia,9,7,"58,4","0,0000"
Mexico,2024-03-06,16,Monterrey,Santiago,5,4,"58,2","0,0000"
Mexico,2024-03-06,17,Monterrey,Centro,14,14,"51,8","0,0000"
Mexico,2024-03-06,17,Monterrey,Mitras Centro,10,9,"54,9","0,0000"
Mexico,2024-03-06,17,Monterrey,Apodaca Centro,11,9,"58,3","0,0000"
Mexico,2024-03-06,17,Monterrey,Escobedo,8,7,"55,1","0,0000"
Mexico,2024-03-06,17,Monterrey,Carretera Nacional,7,5,"57,0","0,0000"
Mexico,2024-03-06,17,Monterrey,MTY_Apodaca_Huinalá,5,4,"59,9","0,0000"
Mexico,2024-03-06,17,Monterrey,San Nicolás,12,10,"55,7","0,0000"
Mexico,2024-03-06,17,Monterrey,Santa Catarina,9,7,"51,9","0,0000"
Mexico,2024-03-06,17,Monterrey,San Pedro,12,12,"51,5","0,0000"
Mexico,2024-03-06,17,Monterrey,Cumbres Poniente,13,8,"59,1","0,0000"
Mexico,2024-03-06,17,Monterrey,La Fe,7,7,"50,6","0,0000"
Mexico,2024-03-06,17,Monterrey,MTY_Guadalupe,12,9,"56,3","0,0000"
Mexico,2024-03-06,17,Monterrey,Independencia,11,7,"57,4","0,0000"
Mexico,2024-03-06,17,Monterrey,Santiago,5,4,"59,4","0,0000"
Mexico,2024-03-06,18,Monterrey,Centro,16,13,"55,9","0,0000"
Mexico,2024-03-06,18,Monterrey,Mitras Centro,11,9,"54,1","0,0000"
Mexico,2024-03-06,18,Monterrey,Apodaca Centro,9,8,"53,7","0,0000"
Mexico,2024-03-06,18,Monterrey,Escobedo,8,6,"53,0","0,0000"
Mexico,2024-03-06,18,Monterrey,Carretera Nacional,7,6,"58,9","0,0000"
Mexico,2024-03-06,18,Monterrey,MTY_Apodaca_Huinalá,5,3,"58,9","0,0000"
Mexico,2024-03-06,18,Monterrey,San Nicolás,13,11,"53,8","0,0000"
Mexico,2024-03-06,18,Monterrey,Santa Catarina,9,6,"59,3","0,0000"
Mexico,2024-03-06,18,Monterrey,San Pedro,11,11,"50,3","0,0000"
Mexico,2024-03-06,18,Monterrey,Cumbres Poniente,12,8,"58,0","0,0000"
Mexico,2024-03-06,18,Monterrey,La Fe,9,6,"56,8","0,0000"
Mexico,2024-03-06,18,Monterrey,MTY_Guadalupe,9,9,"49,5","0,0000"
Mexico,2024-03-06,18,Monterrey,Independencia,8,7,"51,4","0,0000"
Mexico,2024-03-06,18,Monterrey,Santiago,4,4,"49,3","0,0000"
Mexico,2024-03-06,19,Monterrey,Centro,36,44,"72,6","0,0000"
Mexico,2024-03-06,19,Monterrey,Mitras Centro,29,29,"77,4","0,0000"
Mexico,2024-03-06,19,Monterrey,Apodaca Centro,22,20,"68,3","0,0000"
Mexico,2024-03-06,19,Monterrey,Escobedo,11,19,"56,6","0,0000"
Mexico,2024-03-06,19,Monterrey,Carretera Nacional,9,14,"53,6","0,0000"
Mexico,2024-03-06,19,Monterrey,MTY_Apodaca_Huinalá,14,10,"77,5","0,0000"
Mexico,2024-03-06,19,Monterrey,San Nicolás,24,32,"67,0","0,0000"
Mexico,2024-03-06,19,Monterrey,Santa Catarina,22,21,"77,1","0,0000"
Mexico,2024-03-06,19,Monterrey,San Pedro,18,36,"53,3","0,0000"
Mexico,2024-03-06,19,Monterrey,Cumbres Poniente,28,23,"77,1","0,0000"
Mexico,2024-03-06,19,Monterrey,La Fe,12,19,"54,1","0,0000"
Mexico,2024-03-06,19,Monterrey,MTY_Guadalupe,28,29,"75,3","0,0000"
Mexico,2024-03-06,19,Monterrey,Independencia,25,21,"76,0","0,0000"
Mexico,2024-03-06,19,Monterrey,Santiago,7,12,"52,3","0,0000"
Mexico,2024-03-06,20,Monterrey,Centro,38,43,"76,7","0,0000"
Mexico,2024-03-06,20,Monterrey,Mitras Centro,16,25,"54,6","0,0000"
Mexico,2024-03-06,20,Monterrey,Apodaca Centro,20,26,"71,6","0,0000"
Mexico,2024-03-06,20,Monterrey,Escobedo,18,21,"74,7","0,0000"
Mexico,2024-03-06,20,Monterrey,Carretera Nacional,13,13,"68,1","0,0000"
Mexico,2024-03-06,20,Monterrey,MTY_Apodaca_Huinalá,8,12,"58,8","0,0000"
Mexico,2024-03-06,20,Monterrey,San Nicolás,22,29,"58,0","0,0000"
Mexico,2024-03-06,20,Monterrey,Santa Catarina,21,23,"72,3","0,0000"
Mexico,2024-03-06,20,Monterrey,San Pedro,19,29,"51,6","0,0000"
Mexico,2024-03-06,20,Monterrey,Cumbres Poniente,22,27,"71,7","0,0000"
Mexico,2024-03-06,20,Monterrey,La Fe,18,20,"73,9","0,0000"
Mexico,2024-03-06,20,Monterrey,MTY_Guadalupe,14,32,"50,5","0,0000"
Mexico,2024-03-06,20,Monterrey,Independencia,22,21,"73,7","0,0000"
Mexico,2024-03-06,20,Monterrey,Santiago,12,10,"73,1","0,0000"
Mexico,2024-03-06,21,Monterrey,Centro,26,37,"54,3","0,0000"
Mexico,2024-03-06,21,Monterrey,Mitras Centro,23,27,"73,0","0,0000"
Mexico,2024-03-06,21,Monterrey,Apodaca Centro,14,26,"53,1","0,0000"
Mexico,2024-03-06,21,Monterrey,Escobedo,20,18,"73,6","0,0000"
Mexico,2024-03-06,21,Monterrey,Carretera Nacional,14,17,"68,6","0,0000"
Mexico,2024-03-06,21,Monterrey,MTY_Apodaca_Huinalá,12,12,"76,2","0,0000"
